IDCLIENTE,EVOLUCION_LCR,DIAS_MORA,COMPORT_INTERNO,ACTIVIDAD,EST_CIVIL,EDAD,RENTA,SEXO,TIPO_VIVIENDA,Salario_Anual
506,Aumenta Cupo,6,Buen Cliente,Dependiente,Soltero,29,1740,F,Propia, $ 8.700.000 
1505,Aumenta Cupo,6,Buen Cliente,Dependiente,Soltero,29,1740,F,Propia, $ 8.700.000 
741,Aumenta Cupo,12,Buen Cliente,Dependiente,Soltero,31,1736,F,Arrienda, $ 8.680.000 
1740,Aumenta Cupo,12,Buen Cliente,Dependiente,Soltero,31,1736,F,Arrienda, $ 8.680.000 
35,Disminuye Cupo,15,Buen Cliente,Independiente,Soltero,37,1721,M,Propia, $ 8.605.000 
1034,Disminuye Cupo,15,Buen Cliente,Independiente,Soltero,37,1721,M,Propia, $ 8.605.000 
547,Mantiene Cupo,30,Buen Cliente,Dependiente,Soltero,38,1715,F,Arrienda, $ 8.575.000 
1546,Mantiene Cupo,30,Buen Cliente,Dependiente,Soltero,38,1715,F,Arrienda, $ 8.575.000 
500,Disminuye Cupo,12,Buen Cliente,Dependiente,Casado,39,1680,F,Propia, $ 8.400.000 
1499,Disminuye Cupo,12,Buen Cliente,Dependiente,Casado,39,1680,F,Propia, $ 8.400.000 
541,Mantiene Cupo,9,Buen Cliente,Dependiente,Casado,28,1670,F,Arrienda, $ 8.350.000 
1540,Mantiene Cupo,9,Buen Cliente,Dependiente,Casado,28,1670,F,Arrienda, $ 8.350.000 
825,Disminuye Cupo,24,Buen Cliente,Dependiente,Soltero,45,1659,F,Arrienda, $ 8.295.000 
1824,Disminuye Cupo,24,Buen Cliente,Dependiente,Soltero,45,1659,F,Arrienda, $ 8.295.000 
591,Disminuye Cupo,12,Buen Cliente,Dependiente,Soltero,34,1657,M,Propia, $ 8.285.000 
1590,Disminuye Cupo,12,Buen Cliente,Dependiente,Soltero,34,1657,M,Propia, $ 8.285.000 
57,Aumenta Cupo,12,Buen Cliente,Dependiente,Soltero,56,1655,M,Propia, $ 8.275.000 
1056,Aumenta Cupo,12,Buen Cliente,Dependiente,Soltero,56,1655,M,Propia, $ 8.275.000 
970,Disminuye Cupo,21,Mal Cliente,Independiente,Soltero,39,1647,M,Propia, $ 8.235.000 
1969,Disminuye Cupo,21,Mal Cliente,Independiente,Soltero,39,1647,M,Propia, $ 8.235.000 
613,Disminuye Cupo,12,Buen Cliente,Dependiente,Soltero,36,1620,F,Arrienda, $ 8.100.000 
1612,Disminuye Cupo,12,Buen Cliente,Dependiente,Soltero,36,1620,F,Arrienda, $ 8.100.000 
236,Disminuye Cupo,24,Buen Cliente,Dependiente,Soltero,38,1603,F,Arrienda, $ 8.015.000 
1235,Disminuye Cupo,24,Buen Cliente,Dependiente,Soltero,38,1603,F,Arrienda, $ 8.015.000 
79,Disminuye Cupo,21,Buen Cliente,Independiente,Casado,34,1602,F,Propia, $ 8.010.000 
1078,Disminuye Cupo,21,Buen Cliente,Independiente,Casado,34,1602,F,Propia, $ 8.010.000 
645,Aumenta Cupo,24,Buen Cliente,Dependiente,Soltero,40,1597,M,Propia, $ 7.985.000 
1644,Aumenta Cupo,24,Buen Cliente,Dependiente,Soltero,40,1597,M,Propia, $ 7.985.000 
321,Aumenta Cupo,10,Buen Cliente,Independiente,Soltero,35,1597,M,Propia, $ 7.985.000 
1320,Aumenta Cupo,10,Buen Cliente,Independiente,Soltero,35,1597,M,Propia, $ 7.985.000 
503,Aumenta Cupo,6,Buen Cliente,Dependiente,Soltero,33,1595,M,Propia, $ 7.975.000 
1502,Aumenta Cupo,6,Buen Cliente,Dependiente,Soltero,33,1595,M,Propia, $ 7.975.000 
485,Aumenta Cupo,12,Buen Cliente,Dependiente,Soltero,36,1592,F,Arrienda, $ 7.960.000 
1484,Aumenta Cupo,12,Buen Cliente,Dependiente,Soltero,36,1592,F,Arrienda, $ 7.960.000 
375,Aumenta Cupo,21,Buen Cliente,Dependiente,Soltero,37,1591,M,Propia, $ 7.955.000 
1374,Aumenta Cupo,21,Buen Cliente,Dependiente,Soltero,37,1591,M,Propia, $ 7.955.000 
686,Aumenta Cupo,24,Buen Cliente,Dependiente,Casado,34,1585,M,Propia, $ 7.925.000 
1685,Aumenta Cupo,24,Buen Cliente,Dependiente,Casado,34,1585,M,Propia, $ 7.925.000 
628,Aumenta Cupo,18,Buen Cliente,Dependiente,Casado,35,1582,M,Propia, $ 7.910.000 
1627,Aumenta Cupo,18,Buen Cliente,Dependiente,Casado,35,1582,M,Propia, $ 7.910.000 
555,Mantiene Cupo,11,Buen Cliente,Dependiente,Soltero,29,1577,F,Arrienda, $ 7.885.000 
1554,Mantiene Cupo,11,Buen Cliente,Dependiente,Soltero,29,1577,F,Arrienda, $ 7.885.000 
446,Aumenta Cupo,12,Buen Cliente,Dependiente,Casado,36,1574,M,Propia, $ 7.870.000 
1445,Aumenta Cupo,12,Buen Cliente,Dependiente,Casado,36,1574,M,Propia, $ 7.870.000 
229,Aumenta Cupo,21,Buen Cliente,Independiente,Soltero,34,1572,F,Arrienda, $ 7.860.000 
1228,Aumenta Cupo,21,Buen Cliente,Independiente,Soltero,34,1572,F,Arrienda, $ 7.860.000 
270,Aumenta Cupo,15,Mal Cliente,Dependiente,Casado,32,1569,M,Propia, $ 7.845.000 
1269,Aumenta Cupo,15,Mal Cliente,Dependiente,Casado,32,1569,M,Propia, $ 7.845.000 
243,Aumenta Cupo,18,Buen Cliente,Independiente,Soltero,36,1568,F,Arrienda, $ 7.840.000 
1242,Aumenta Cupo,18,Buen Cliente,Independiente,Soltero,36,1568,F,Arrienda, $ 7.840.000 
69,Mantiene Cupo,12,Buen Cliente,Dependiente,Casado,28,1567,F,Arrienda, $ 7.835.000 
1068,Mantiene Cupo,12,Buen Cliente,Dependiente,Casado,28,1567,F,Arrienda, $ 7.835.000 
317,Aumenta Cupo,24,Mal Cliente,Independiente,Casado,50,1559,M,Propia, $ 7.795.000 
1316,Aumenta Cupo,24,Mal Cliente,Independiente,Casado,50,1559,M,Propia, $ 7.795.000 
432,Aumenta Cupo,12,Buen Cliente,Dependiente,Soltero,30,1555,M,Propia, $ 7.775.000 
1431,Aumenta Cupo,12,Buen Cliente,Dependiente,Soltero,30,1555,M,Propia, $ 7.775.000 
333,Aumenta Cupo,6,Buen Cliente,Dependiente,Casado,30,1554,F,Arrienda, $ 7.770.000 
1332,Aumenta Cupo,6,Buen Cliente,Dependiente,Casado,30,1554,F,Arrienda, $ 7.770.000 
566,Mantiene Cupo,24,Buen Cliente,Dependiente,Casado,30,1553,F,Arrienda, $ 7.765.000 
1565,Mantiene Cupo,24,Buen Cliente,Dependiente,Casado,30,1553,F,Arrienda, $ 7.765.000 
907,Disminuye Cupo,18,Mal Cliente,Dependiente,Casado,37,1553,M,Propia, $ 7.765.000 
1906,Disminuye Cupo,18,Mal Cliente,Dependiente,Casado,37,1553,M,Propia, $ 7.765.000 
1173,Aumenta Cupo,24,Buen Cliente,Dependiente,Casado,29,1552,M,Propia, $ 7.760.000 
174,Aumenta Cupo,23,Buen Cliente,Dependiente,Casado,29,1552,M,Propia, $ 7.760.000 
215,Mantiene Cupo,9,Buen Cliente,Independiente,Casado,35,1549,M,Propia, $ 7.745.000 
1214,Mantiene Cupo,9,Buen Cliente,Independiente,Casado,35,1549,M,Propia, $ 7.745.000 
325,Aumenta Cupo,10,Buen Cliente,Independiente,Casado,30,1546,M,Propia, $ 7.730.000 
1324,Aumenta Cupo,10,Buen Cliente,Independiente,Casado,30,1546,M,Propia, $ 7.730.000 
581,Disminuye Cupo,24,Mal Cliente,Dependiente,Casado,38,1546,M,Propia, $ 7.730.000 
1580,Disminuye Cupo,24,Mal Cliente,Dependiente,Casado,38,1546,M,Propia, $ 7.730.000 
545,Aumenta Cupo,4,Buen Cliente,Dependiente,Casado,33,1544,M,Propia, $ 7.720.000 
1544,Aumenta Cupo,4,Buen Cliente,Dependiente,Casado,33,1544,M,Propia, $ 7.720.000 
136,Aumenta Cupo,6,Buen Cliente,Dependiente,Soltero,35,1543,M,Arrienda, $ 7.715.000 
1135,Aumenta Cupo,6,Buen Cliente,Dependiente,Soltero,35,1543,M,Arrienda, $ 7.715.000 
149,Aumenta Cupo,12,Buen Cliente,Independiente,Soltero,36,1542,M,Propia, $ 7.710.000 
1148,Aumenta Cupo,12,Buen Cliente,Independiente,Soltero,36,1542,M,Propia, $ 7.710.000 
512,Aumenta Cupo,6,Buen Cliente,Dependiente,Casado,45,1538,F,Arrienda, $ 7.690.000 
1511,Aumenta Cupo,6,Buen Cliente,Dependiente,Casado,45,1538,F,Arrienda, $ 7.690.000 
684,Mantiene Cupo,15,Buen Cliente,Dependiente,Soltero,32,1537,M,Propia, $ 7.685.000 
1683,Mantiene Cupo,15,Buen Cliente,Dependiente,Soltero,32,1537,M,Propia, $ 7.685.000 
863,Mantiene Cupo,12,Buen Cliente,Dependiente,Casado,31,1534,F,Propia, $ 7.670.000 
1862,Mantiene Cupo,12,Buen Cliente,Dependiente,Casado,31,1534,F,Propia, $ 7.670.000 
109,Aumenta Cupo,35,Buen Cliente,Dependiente,Casado,37,1533,F,Arrienda, $ 7.665.000 
1108,Aumenta Cupo,24,Buen Cliente,Dependiente,Casado,37,1533,F,Arrienda, $ 7.665.000 
855,Aumenta Cupo,18,Buen Cliente,Dependiente,Casado,39,1533,F,Propia, $ 7.665.000 
1854,Aumenta Cupo,18,Buen Cliente,Dependiente,Casado,39,1533,F,Propia, $ 7.665.000 
437,Aumenta Cupo,15,Buen Cliente,Dependiente,Soltero,37,1532,F,Arrienda, $ 7.660.000 
1436,Aumenta Cupo,15,Buen Cliente,Dependiente,Soltero,37,1532,F,Arrienda, $ 7.660.000 
768,Aumenta Cupo,18,Buen Cliente,Independiente,Casado,38,1530,M,Propia, $ 7.650.000 
1767,Aumenta Cupo,18,Buen Cliente,Independiente,Casado,38,1530,M,Propia, $ 7.650.000 
623,Disminuye Cupo,12,Buen Cliente,Dependiente,Soltero,31,1526,M,Propia, $ 7.630.000 
1622,Disminuye Cupo,12,Buen Cliente,Dependiente,Soltero,31,1526,M,Propia, $ 7.630.000 
352,Aumenta Cupo,24,Buen Cliente,Independiente,Soltero,28,1525,F,Arrienda, $ 7.625.000 
1351,Aumenta Cupo,24,Buen Cliente,Independiente,Soltero,28,1525,F,Arrienda, $ 7.625.000 
687,Mantiene Cupo,10,Buen Cliente,Dependiente,Soltero,33,1521,M,Arrienda, $ 7.605.000 
1686,Mantiene Cupo,10,Buen Cliente,Dependiente,Soltero,33,1521,M,Arrienda, $ 7.605.000 
85,Aumenta Cupo,15,Buen Cliente,Dependiente,Soltero,46,6520,M,Propia, $ 32.600.000 
1084,Aumenta Cupo,15,Buen Cliente,Dependiente,Soltero,46,1520,M,Propia, $ 7.600.000 
1225,Aumenta Cupo,24,Buen Cliente,Dependiente,Soltero,33,1516,F,Arrienda, $ 7.580.000 
226,Aumenta Cupo,0,Buen Cliente,Dependiente,Soltero,33,1516,F,Arrienda, $ 7.580.000 
379,Mantiene Cupo,15,Buen Cliente,Dependiente,Soltero,30,1514,M,Propia, $ 7.570.000 
1378,Mantiene Cupo,15,Buen Cliente,Dependiente,Soltero,30,1514,M,Propia, $ 7.570.000 
788,Mantiene Cupo,15,Buen Cliente,Dependiente,Casado,36,1512,F,Propia, $ 7.560.000 
1787,Mantiene Cupo,15,Buen Cliente,Dependiente,Casado,36,1512,F,Propia, $ 7.560.000 
529,Aumenta Cupo,18,Buen Cliente,Dependiente,Soltero,38,1505,M,Propia, $ 7.525.000 
1528,Aumenta Cupo,18,Buen Cliente,Dependiente,Soltero,38,1505,M,Propia, $ 7.525.000 
399,Aumenta Cupo,12,Buen Cliente,Dependiente,Soltero,38,1503,F,Propia, $ 7.515.000 
1398,Aumenta Cupo,12,Buen Cliente,Dependiente,Soltero,38,1503,F,Propia, $ 7.515.000 
531,Aumenta Cupo,4,Buen Cliente,Dependiente,Casado,40,1503,M,Propia, $ 7.515.000 
1530,Aumenta Cupo,4,Buen Cliente,Dependiente,Casado,40,1503,M,Propia, $ 7.515.000 
428,Mantiene Cupo,9,Buen Cliente,Dependiente,Soltero,28,1501,F,Arrienda, $ 7.505.000 
1427,Mantiene Cupo,9,Buen Cliente,Dependiente,Soltero,28,1501,F,Arrienda, $ 7.505.000 
157,Disminuye Cupo,12,Mal Cliente,Dependiente,Soltero,44,1498,F,Arrienda, $ 7.490.000 
1156,Disminuye Cupo,12,Mal Cliente,Dependiente,Soltero,44,1498,F,Arrienda, $ 7.490.000 
37,Aumenta Cupo,12,Buen Cliente,Independiente,Casado,32,1495,M,Propia, $ 7.475.000 
1036,Aumenta Cupo,12,Buen Cliente,Independiente,Casado,32,1495,M,Propia, $ 7.475.000 
211,Mantiene Cupo,4,Buen Cliente,Independiente,Casado,37,1494,M,Propia, $ 7.470.000 
1210,Mantiene Cupo,4,Buen Cliente,Independiente,Casado,37,1494,M,Propia, $ 7.470.000 
265,Aumenta Cupo,12,Buen Cliente,Dependiente,Soltero,35,1493,F,Arrienda, $ 7.465.000 
1264,Aumenta Cupo,12,Buen Cliente,Dependiente,Soltero,35,1493,F,Arrienda, $ 7.465.000 
893,Mantiene Cupo,12,Buen Cliente,Dependiente,Soltero,33,1484,F,Propia, $ 7.420.000 
1892,Mantiene Cupo,12,Buen Cliente,Dependiente,Soltero,33,1484,F,Propia, $ 7.420.000 
392,Mantiene Cupo,12,Mal Cliente,Independiente,Casado,36,1480,M,Propia, $ 7.400.000 
1391,Mantiene Cupo,12,Mal Cliente,Independiente,Casado,36,1480,M,Propia, $ 7.400.000 
290,Aumenta Cupo,15,Buen Cliente,Dependiente,Soltero,29,1478,F,Propia, $ 7.390.000 
1289,Aumenta Cupo,15,Buen Cliente,Dependiente,Soltero,29,1478,F,Propia, $ 7.390.000 
420,Disminuye Cupo,15,Buen Cliente,Dependiente,Casado,48,1478,M,Propia, $ 7.390.000 
1419,Disminuye Cupo,15,Buen Cliente,Dependiente,Casado,48,1478,M,Propia, $ 7.390.000 
766,Aumenta Cupo,9,Buen Cliente,Dependiente,Soltero,33,1478,M,Propia, $ 7.390.000 
1765,Aumenta Cupo,9,Buen Cliente,Dependiente,Soltero,33,1478,M,Propia, $ 7.390.000 
558,Mantiene Cupo,12,Buen Cliente,Dependiente,Soltero,29,1474,F,Arrienda, $ 7.370.000 
1557,Mantiene Cupo,12,Buen Cliente,Dependiente,Soltero,29,1474,F,Arrienda, $ 7.370.000 
49,Aumenta Cupo,3,Buen Cliente,Independiente,Soltero,37,1474,F,Propia, $ 7.370.000 
1048,Aumenta Cupo,0,Buen Cliente,Independiente,Soltero,37,1474,F,Propia, $ 7.370.000 
108,Aumenta Cupo,18,Buen Cliente,Dependiente,Soltero,44,1473,F,Propia, $ 7.365.000 
1107,Aumenta Cupo,18,Buen Cliente,Dependiente,Soltero,44,1473,F,Propia, $ 7.365.000 
394,Aumenta Cupo,15,Buen Cliente,Dependiente,Soltero,26,1471,M,Propia, $ 7.355.000 
1393,Aumenta Cupo,15,Buen Cliente,Dependiente,Soltero,26,1471,M,Propia, $ 7.355.000 
306,Aumenta Cupo,24,Buen Cliente,Independiente,Soltero,30,1469,F,Propia, $ 7.345.000 
1305,Aumenta Cupo,24,Buen Cliente,Independiente,Soltero,30,1469,F,Propia, $ 7.345.000 
124,Aumenta Cupo,15,Buen Cliente,Dependiente,Soltero,36,1459,F,Arrienda, $ 7.295.000 
1123,Aumenta Cupo,15,Buen Cliente,Dependiente,Soltero,36,1459,F,Arrienda, $ 7.295.000 
538,Aumenta Cupo,4,Buen Cliente,Independiente,Soltero,36,1455,M,Propia, $ 7.275.000 
1537,Aumenta Cupo,4,Buen Cliente,Independiente,Soltero,36,1455,M,Propia, $ 7.275.000 
134,Aumenta Cupo,18,Buen Cliente,Dependiente,Soltero,34,1453,F,Arrienda, $ 7.265.000 
1133,Aumenta Cupo,18,Buen Cliente,Dependiente,Soltero,34,1453,F,Arrienda, $ 7.265.000 
185,Aumenta Cupo,9,Buen Cliente,Independiente,Soltero,31,1449,F,Arrienda, $ 7.245.000 
1184,Aumenta Cupo,9,Buen Cliente,Independiente,Soltero,31,1449,F,Arrienda, $ 7.245.000 
294,Mantiene Cupo,6,Mal Cliente,Independiente,Soltero,34,1449,M,Arrienda, $ 7.245.000 
1293,Mantiene Cupo,6,Mal Cliente,Independiente,Soltero,34,1449,M,Arrienda, $ 7.245.000 
203,Mantiene Cupo,18,Mal Cliente,Dependiente,Casado,48,1445,M,Propia, $ 7.225.000 
1202,Mantiene Cupo,18,Mal Cliente,Dependiente,Casado,48,1445,M,Propia, $ 7.225.000 
208,Mantiene Cupo,15,Buen Cliente,Dependiente,Soltero,36,1444,M,Propia, $ 7.220.000 
1207,Mantiene Cupo,15,Buen Cliente,Dependiente,Soltero,36,1444,M,Propia, $ 7.220.000 
923,Disminuye Cupo,24,Buen Cliente,Independiente,Casado,38,1442,F,Arrienda, $ 7.210.000 
1922,Disminuye Cupo,24,Buen Cliente,Independiente,Casado,38,1442,F,Arrienda, $ 7.210.000 
949,Disminuye Cupo,18,Mal Cliente,Independiente,Soltero,47,1442,M,Propia, $ 7.210.000 
1948,Disminuye Cupo,18,Mal Cliente,Independiente,Soltero,47,1442,M,Propia, $ 7.210.000 
769,Mantiene Cupo,9,Mal Cliente,Independiente,Soltero,29,1437,M,Propia, $ 7.185.000 
1768,Mantiene Cupo,9,Mal Cliente,Independiente,Soltero,29,1437,M,Propia, $ 7.185.000 
631,Disminuye Cupo,15,Buen Cliente,Dependiente,Soltero,42,1433,F,Arrienda, $ 7.165.000 
1630,Disminuye Cupo,15,Buen Cliente,Dependiente,Soltero,42,1433,F,Arrienda, $ 7.165.000 
1023,Mantiene Cupo,12,Buen Cliente,Dependiente,Soltero,30,1424,M,Propia, $ 7.120.000 
466,Mantiene Cupo,12,Buen Cliente,Dependiente,Soltero,45,1424,F,Arrienda, $ 7.120.000 
1465,Mantiene Cupo,12,Buen Cliente,Dependiente,Soltero,45,1424,F,Arrienda, $ 7.120.000 
24,Mantiene Cupo,12,Buen Cliente,Dependiente,Soltero,30,1424,M,Propia, $ 7.120.000 
772,Disminuye Cupo,9,Buen Cliente,Independiente,Soltero,29,1422,M,Propia, $ 7.110.000 
1771,Disminuye Cupo,9,Buen Cliente,Independiente,Soltero,29,1422,M,Propia, $ 7.110.000 
327,Aumenta Cupo,10,Buen Cliente,Independiente,Soltero,37,1418,M,Propia, $ 7.090.000 
1326,Aumenta Cupo,10,Buen Cliente,Independiente,Soltero,37,1418,M,Propia, $ 7.090.000 
661,Mantiene Cupo,8,Buen Cliente,Dependiente,Soltero,28,1414,M,Propia, $ 7.070.000 
1660,Mantiene Cupo,8,Buen Cliente,Dependiente,Soltero,28,1414,M,Propia, $ 7.070.000 
698,Aumenta Cupo,24,Buen Cliente,Dependiente,Soltero,36,1413,F,Propia, $ 7.065.000 
1697,Aumenta Cupo,24,Buen Cliente,Dependiente,Soltero,36,1413,F,Propia, $ 7.065.000 
340,Aumenta Cupo,12,Buen Cliente,Dependiente,Casado,29,1413,M,Propia, $ 7.065.000 
1339,Aumenta Cupo,12,Buen Cliente,Dependiente,Casado,29,1413,M,Propia, $ 7.065.000 
107,Aumenta Cupo,12,Buen Cliente,Independiente,Soltero,32,1412,F,Arrienda, $ 7.060.000 
1106,Aumenta Cupo,12,Buen Cliente,Independiente,Soltero,32,1412,F,Arrienda, $ 7.060.000 
560,Mantiene Cupo,14,Buen Cliente,Independiente,Soltero,37,1410,F,Propia, $ 7.050.000 
1559,Mantiene Cupo,14,Buen Cliente,Independiente,Soltero,37,1410,F,Propia, $ 7.050.000 
368,Mantiene Cupo,12,Mal Cliente,Dependiente,Casado,39,1410,M,Propia, $ 7.050.000 
1367,Mantiene Cupo,12,Mal Cliente,Dependiente,Casado,39,1410,M,Propia, $ 7.050.000 
411,Aumenta Cupo,13,Buen Cliente,Dependiente,Soltero,43,1409,F,Arrienda, $ 7.045.000 
1410,Aumenta Cupo,13,Buen Cliente,Dependiente,Soltero,43,1409,F,Arrienda, $ 7.045.000 
495,Disminuye Cupo,12,Buen Cliente,Dependiente,Casado,36,1409,M,Propia, $ 7.045.000 
1494,Disminuye Cupo,12,Buen Cliente,Dependiente,Casado,36,1409,M,Propia, $ 7.045.000 
369,Disminuye Cupo,15,Buen Cliente,Independiente,Soltero,31,1403,F,Arrienda, $ 7.015.000 
1368,Disminuye Cupo,15,Buen Cliente,Independiente,Soltero,31,1403,F,Arrienda, $ 7.015.000 
550,Aumenta Cupo,12,Buen Cliente,Dependiente,Soltero,38,1402,F,Arrienda, $ 7.010.000 
1549,Aumenta Cupo,12,Buen Cliente,Dependiente,Soltero,38,1402,F,Arrienda, $ 7.010.000 
106,Aumenta Cupo,24,Buen Cliente,Independiente,Casado,30,1393,M,Propia, $ 6.965.000 
1105,Aumenta Cupo,24,Buen Cliente,Independiente,Casado,30,1393,M,Propia, $ 6.965.000 
470,Aumenta Cupo,12,Buen Cliente,Dependiente,Casado,32,1393,M,Propia, $ 6.965.000 
1469,Aumenta Cupo,12,Buen Cliente,Dependiente,Casado,32,1393,M,Propia, $ 6.965.000 
262,Aumenta Cupo,11,Mal Cliente,Independiente,Soltero,31,1393,F,Arrienda, $ 6.965.000 
1261,Aumenta Cupo,11,Mal Cliente,Independiente,Soltero,31,1393,F,Arrienda, $ 6.965.000 
408,Mantiene Cupo,9,Buen Cliente,Independiente,Soltero,35,1391,F,Propia, $ 6.955.000 
1407,Mantiene Cupo,9,Buen Cliente,Independiente,Soltero,35,1391,F,Propia, $ 6.955.000 
1363,Aumenta Cupo,9,Buen Cliente,Dependiente,Soltero,39,1388,F,Arrienda, $ 6.940.000 
364,Aumenta Cupo,1,Buen Cliente,Dependiente,Soltero,39,1388,F,Arrienda, $ 6.940.000 
444,Aumenta Cupo,15,Buen Cliente,Dependiente,Casado,38,1386,F,Propia, $ 6.930.000 
1443,Aumenta Cupo,15,Buen Cliente,Dependiente,Casado,38,1386,F,Propia, $ 6.930.000 
840,Aumenta Cupo,12,Buen Cliente,Independiente,Casado,41,1386,F,Arrienda, $ 6.930.000 
1839,Aumenta Cupo,12,Buen Cliente,Independiente,Casado,41,1386,F,Arrienda, $ 6.930.000 
50,Disminuye Cupo,24,Buen Cliente,Independiente,Casado,29,1382,M,Propia, $ 6.910.000 
1049,Disminuye Cupo,24,Buen Cliente,Independiente,Casado,29,1382,M,Propia, $ 6.910.000 
170,Aumenta Cupo,6,Mal Cliente,Dependiente,Casado,35,1382,F,Arrienda, $ 6.910.000 
1169,Aumenta Cupo,6,Mal Cliente,Dependiente,Casado,35,1382,F,Arrienda, $ 6.910.000 
1800,Disminuye Cupo,24,Buen Cliente,Independiente,Casado,38,1381,F,Arrienda, $ 6.905.000 
801,Disminuye Cupo,22,Buen Cliente,Independiente,Casado,38,1381,F,Arrienda, $ 6.905.000 
564,Mantiene Cupo,24,Buen Cliente,Dependiente,Soltero,28,1377,F,Arrienda, $ 6.885.000 
1563,Mantiene Cupo,24,Buen Cliente,Dependiente,Soltero,28,1377,F,Arrienda, $ 6.885.000 
34,Aumenta Cupo,24,Buen Cliente,Dependiente,Soltero,34,1376,F,Arrienda, $ 6.880.000 
1033,Aumenta Cupo,24,Buen Cliente,Dependiente,Soltero,34,1376,F,Arrienda, $ 6.880.000 
307,Disminuye Cupo,6,Buen Cliente,Dependiente,Casado,28,1374,M,Propia, $ 6.870.000 
1306,Disminuye Cupo,6,Buen Cliente,Dependiente,Casado,28,1374,M,Propia, $ 6.870.000 
603,Disminuye Cupo,6,Buen Cliente,Independiente,Soltero,38,1374,F,Arrienda, $ 6.870.000 
1602,Disminuye Cupo,6,Buen Cliente,Independiente,Soltero,38,1374,F,Arrienda, $ 6.870.000 
934,Disminuye Cupo,12,Buen Cliente,Independiente,Soltero,27,1372,M,Arrienda, $ 6.860.000 
1933,Disminuye Cupo,12,Buen Cliente,Independiente,Soltero,27,1372,M,Arrienda, $ 6.860.000 
803,Disminuye Cupo,24,Buen Cliente,Independiente,Soltero,28,1371,F,Arrienda, $ 6.855.000 
1802,Disminuye Cupo,24,Buen Cliente,Independiente,Soltero,28,1371,F,Arrienda, $ 6.855.000 
879,Disminuye Cupo,9,Buen Cliente,Dependiente,Casado,39,1366,F,Arrienda, $ 6.830.000 
1878,Disminuye Cupo,9,Buen Cliente,Dependiente,Casado,39,1366,F,Arrienda, $ 6.830.000 
135,Aumenta Cupo,10,Buen Cliente,Independiente,Soltero,27,1364,F,Arrienda, $ 6.820.000 
1134,Aumenta Cupo,10,Buen Cliente,Independiente,Soltero,27,1364,F,Arrienda, $ 6.820.000 
94,Disminuye Cupo,9,Buen Cliente,Dependiente,Casado,38,1364,M,Propia, $ 6.820.000 
1093,Disminuye Cupo,9,Buen Cliente,Dependiente,Casado,38,1364,M,Propia, $ 6.820.000 
8,Disminuye Cupo,6,Buen Cliente,Independiente,Casado,29,1361,M,Propia, $ 6.805.000 
1007,Disminuye Cupo,6,Buen Cliente,Independiente,Casado,29,1361,M,Propia, $ 6.805.000 
319,Aumenta Cupo,15,Buen Cliente,Dependiente,Casado,35,1360,M,Propia, $ 6.800.000 
1318,Aumenta Cupo,15,Buen Cliente,Dependiente,Casado,35,1360,M,Propia, $ 6.800.000 
880,Disminuye Cupo,24,Mal Cliente,Independiente,Soltero,32,1358,M,Propia, $ 6.790.000 
1879,Disminuye Cupo,24,Mal Cliente,Independiente,Soltero,32,1358,M,Propia, $ 6.790.000 
870,Mantiene Cupo,24,Buen Cliente,Independiente,Casado,38,1355,F,Arrienda, $ 6.775.000 
1869,Mantiene Cupo,24,Buen Cliente,Independiente,Casado,38,1355,F,Arrienda, $ 6.775.000 
403,Disminuye Cupo,6,Mal Cliente,Dependiente,Casado,34,1352,F,Arrienda, $ 6.760.000 
1402,Disminuye Cupo,6,Mal Cliente,Dependiente,Casado,34,1352,F,Arrienda, $ 6.760.000 
548,Mantiene Cupo,10,Buen Cliente,Dependiente,Casado,31,1347,M,Propia, $ 6.735.000 
1547,Mantiene Cupo,10,Buen Cliente,Dependiente,Casado,31,1347,M,Propia, $ 6.735.000 
355,Aumenta Cupo,6,Buen Cliente,Dependiente,Soltero,35,1346,M,Propia, $ 6.730.000 
1354,Aumenta Cupo,6,Buen Cliente,Dependiente,Soltero,35,1346,M,Propia, $ 6.730.000 
968,Disminuye Cupo,18,Buen Cliente,Dependiente,Casado,47,1345,F,Propia, $ 6.725.000 
1967,Disminuye Cupo,18,Buen Cliente,Dependiente,Casado,47,1345,F,Propia, $ 6.725.000 
65,Disminuye Cupo,12,Buen Cliente,Independiente,Soltero,34,1344,M,Propia, $ 6.720.000 
1064,Disminuye Cupo,12,Buen Cliente,Independiente,Soltero,34,1344,M,Propia, $ 6.720.000 
854,Mantiene Cupo,24,Buen Cliente,Independiente,Casado,37,1344,M,Propia, $ 6.720.000 
1853,Mantiene Cupo,24,Buen Cliente,Independiente,Casado,37,1344,M,Propia, $ 6.720.000 
328,Mantiene Cupo,6,Buen Cliente,Independiente,Soltero,37,1343,M,Propia, $ 6.715.000 
1327,Mantiene Cupo,6,Buen Cliente,Independiente,Soltero,37,1343,M,Propia, $ 6.715.000 
736,Aumenta Cupo,6,Buen Cliente,Dependiente,Soltero,27,1338,M,Arrienda, $ 6.690.000 
1735,Aumenta Cupo,6,Buen Cliente,Dependiente,Soltero,27,1338,M,Arrienda, $ 6.690.000 
882,Mantiene Cupo,9,Mal Cliente,Dependiente,Casado,30,1337,M,Propia, $ 6.685.000 
1881,Mantiene Cupo,9,Mal Cliente,Dependiente,Casado,30,1337,M,Propia, $ 6.685.000 
